area,habilidade,descricao,tri_score,area_code,tri_range,conceitos_cientificos,conceitos_cientificos_confidence,campos_semanticos,campos_semanticos_confidence,campos_lexicais,campos_lexicais_confidence,processos_fenomenos,processos_fenomenos_confidence,contextos_historicos,contextos_historicos_confidence,habilidades_compostas,habilidades_compostas_confidence,all_entities
Matematica,H15,Proporcionalidade em uma rampa para calcular a distância restante.,644.8,MT,550-650,Proporcionalidade,0.9676,Proporcionalidade,0.843,Proporcionalidade,0.9302,calcular a distância restante,0.9482,,,calcular a distância restante,0.9026,"Proporcionalidade, Proporcionalidade, Proporcionalidade, calcular a distância restante, calcular a distância restante"
Matematica,H19,Identificação da expressão algébrica que relaciona o nível da água com o número de bolas.,656.1,MT,650-750,"expressão algébrica, número de bolas, nível da água","0.9563, 0.9229, 0.8545",expressão algébrica,0.7837,"expressão algébrica, número de bolas","0.8725, 0.3614",Identificação,0.8984,número de bolas,0.462,Identificação,0.8886,"expressão algébrica, número de bolas, nível da água, expressão algébrica, expressão algébrica, número de bolas, Identificação, número de bolas, Identificação"
Matematica,H22,Resolução de um problema envolvendo cotas para uma festa.,668.0,MT,650-750,,,,,,,Resolução de um problema,0.8498,uma festa,0.3705,Resolução de um problema,0.8116,"Resolução de um problema, uma festa, Resolução de um problema"
Matematica,H8,Cálculo da porcentagem da área de um terreno.,672.7,MT,650-750,porcentagem da área,0.7688,,,,,,,,,Cálculo da porcentagem da área,0.584,"porcentagem da área, Cálculo da porcentagem da área"
Matematica,H12,Cálculo de peso de um carro de Fórmula 1 com base em densidade e volume.,681.4,MT,650-750,,,carro de Fórmula 1,0.8596,carro de Fórmula 1,0.7646,Cálculo de peso,0.7344,carro de Fórmula 1,0.9698,Cálculo de peso,0.9046,"carro de Fórmula 1, carro de Fórmula 1, Cálculo de peso, carro de Fórmula 1, Cálculo de peso"
Matematica,H27,Cálculo da diferença entre valores médios de investimentos.,688.6,MT,650-750,valores médios de investimentos,0.9602,valores médios de investimentos,0.8163,valores médios de investimentos,0.8983,Cálculo da diferença,0.8717,valores médios de investimentos,0.4989,Cálculo da diferença,0.8655,"valores médios de investimentos, valores médios de investimentos, valores médios de investimentos, Cálculo da diferença, valores médios de investimentos, Cálculo da diferença"
Matematica,H18,Análise da área de preservação em um terreno.,691.3,MT,650-750,preservação,0.9028,preservação,0.8285,preservação,0.8645,,,,,,,"preservação, preservação, preservação"
Matematica,H18,Cálculo da vazão de uma canaleta após uma reforma.,694.1,MT,650-750,vazão de uma canaleta,0.8567,,,,,vazão de uma canaleta,0.931,após uma reforma,0.8713,Cálculo da vazão de uma canaleta,0.5158,"vazão de uma canaleta, vazão de uma canaleta, após uma reforma, Cálculo da vazão de uma canaleta"
Matematica,H17,Análise de um contrato de trabalho para atender a exigências de produção e custo.,700.5,MT,650-750,exigências de produção e custo,0.8021,contrato de trabalho,0.9483,contrato de trabalho,0.9196,exigências de produção e custo,0.4816,contrato de trabalho,0.9475,Análise de um contrato de trabalho,0.5338,"exigências de produção e custo, contrato de trabalho, contrato de trabalho, exigências de produção e custo, contrato de trabalho, Análise de um contrato de trabalho"
Matematica,H24,Inferência sobre o total de passageiros transportados a partir de um índice de produtividade.,710.2,MT,650-750,índice de produtividade,0.961,,,"produtividade, passageiros transportados","0.3201, 0.3103",índice de produtividade,0.3529,passageiros transportados,0.3066,,,"índice de produtividade, produtividade, passageiros transportados, índice de produtividade, passageiros transportados"
Matematica,H19,Expressão que relaciona o valor arrecadado com a venda de álcool e o desconto.,716.4,MT,650-750,valor arrecadado,0.6071,venda de álcool,0.6036,venda de álcool,0.5733,venda de álcool,0.3952,venda de álcool,0.9173,,,"valor arrecadado, venda de álcool, venda de álcool, venda de álcool, venda de álcool"
Matematica,H16,Cálculo da quantidade de alimentos arrecadados em uma campanha.,723.4,MT,650-750,quantidade de alimentos arrecadados,0.6568,,,,,,,,,Cálculo da quantidade,0.3734,"quantidade de alimentos arrecadados, Cálculo da quantidade"
Matematica,H8,Análise da interseção de um plano com uma escultura formada por prismas.,724.1,MT,650-750,"interseção de um plano, escultura formada por prismas","0.7744, 0.7646",escultura formada por prismas,0.3345,escultura formada por prismas,0.4314,"escultura formada por prismas, interseção de um plano","0.6506, 0.5901",escultura formada por prismas,0.4347,Análise da interseção de um plano,0.6144,"interseção de um plano, escultura formada por prismas, escultura formada por prismas, escultura formada por prismas, escultura formada por prismas, interseção de um plano, escultura formada por prismas, Análise da interseção de um plano"
Matematica,H25,Conversão de área para determinar o número de campos de futebol correspondentes a um bioma.,725.6,MT,650-750,"Conversão de área, campos de futebol","0.5618, 0.4789",campos de futebol,0.9501,campos de futebol,0.9444,"Conversão de área, determinar o número","0.9067, 0.474",Conversão de área,0.4046,Conversão de área,0.9134,"Conversão de área, campos de futebol, campos de futebol, campos de futebol, Conversão de área, determinar o número, Conversão de área, Conversão de área"
Matematica,H28,Cálculo da probabilidade de uma pessoa ter 60 anos ou mais em 2050.,725.8,MT,650-750,probabilidade,0.8655,probabilidade,0.93,probabilidade,0.9394,Cálculo da probabilidade,0.463,,,Cálculo da probabilidade,0.8776,"probabilidade, probabilidade, probabilidade, Cálculo da probabilidade, Cálculo da probabilidade"
Matematica,H24,Estimativa de população com base em um modelo exponencial.,726.2,MT,650-750,"modelo exponencial, Estimativa de população","0.9828, 0.4326",,,modelo exponencial,0.49,Estimativa de população,0.8259,Estimativa de população,0.454,Estimativa de população,0.9174,"modelo exponencial, Estimativa de população, modelo exponencial, Estimativa de população, Estimativa de população, Estimativa de população"
Matematica,H3,Cálculo dos dígitos verificadores de um CPF.,727.1,MT,650-750,dígitos verificadores,0.9797,,,,,Cálculo dos dígitos verificadores,0.5928,,,Cálculo dos dígitos verificadores,0.7467,"dígitos verificadores, Cálculo dos dígitos verificadores, Cálculo dos dígitos verificadores"
Matematica,H13,Comparação entre a capacidade de um aquífero e um reservatório.,732.1,MT,650-750,capacidade de um aquífero,0.4203,,,,,Comparação,0.9257,Comparação,0.4366,Comparação,0.9423,"capacidade de um aquífero, Comparação, Comparação, Comparação"
Matematica,H1,Análise da fórmula de um compasso musical para preencher um trecho musical.,741.7,MT,650-750,"compasso musical, trecho musical","0.9453, 0.5037","compasso musical, trecho musical","0.7039, 0.6337","compasso musical, trecho musical","0.8284, 0.6573","preencher um trecho musical, Análise da fórmula","0.9727, 0.4193",trecho musical,0.6767,"Análise da fórmula, preencher um trecho musical","0.6003, 0.5927","compasso musical, trecho musical, compasso musical, trecho musical, compasso musical, trecho musical, preencher um trecho musical, Análise da fórmula, trecho musical, Análise da fórmula, preencher um trecho musical"
Matematica,H29,Cálculo da probabilidade de um evento ocorrer em um subconjunto.,747.6,MT,650-750,probabilidade,0.803,probabilidade,0.9288,probabilidade,0.9329,,,evento ocorrer em um subconjunto,0.3907,Cálculo da probabilidade,0.6965,"probabilidade, probabilidade, probabilidade, evento ocorrer em um subconjunto, Cálculo da probabilidade"
Matematica,H24,Cálculo da taxa média de variação a partir de uma tabela.,760.0,MT,750+,taxa média de variação,0.9561,taxa média,0.4338,taxa média de variação,0.5928,Cálculo da taxa média de variação,0.3898,,,Cálculo da taxa média de variação,0.6481,"taxa média de variação, taxa média, taxa média de variação, Cálculo da taxa média de variação, Cálculo da taxa média de variação"
Matematica,H27,Cálculo da mediana de uma cotação mensal.,761.7,MT,750+,cotação mensal,0.6912,cotação mensal,0.9832,cotação mensal,0.9733,Cálculo da mediana,0.7477,cotação mensal,0.9448,Cálculo da mediana,0.8378,"cotação mensal, cotação mensal, cotação mensal, Cálculo da mediana, cotação mensal, Cálculo da mediana"
Matematica,H2,Análise combinatória: combinação e arranjo para escolher times.,768.2,MT,750+,"Análise combinatória, arranjo para escolher times","0.8235, 0.3609",Análise combinatória,0.9944,Análise combinatória,0.9935,"escolher times, combinação","0.9652, 0.3154",Análise combinatória,0.5942,escolher times,0.8983,"Análise combinatória, arranjo para escolher times, Análise combinatória, Análise combinatória, escolher times, combinação, Análise combinatória, escolher times"
Matematica,H28,Análise da mediana das notas de uma equipe em uma gincana.,770.6,MT,750+,mediana das notas,0.6697,,,,,Análise da mediana das notas,0.4321,uma gincana,0.9024,Análise da mediana das notas,0.6276,"mediana das notas, Análise da mediana das notas, uma gincana, Análise da mediana das notas"
Matematica,H9,Argumentação sobre os polígonos obtidos pela intersecção de um plano com uma pirâmide.,771.5,MT,750+,intersecção de um plano com uma pirâmide,0.5041,,,,,intersecção de um plano com uma pirâmide,0.9622,,,Argumentação,0.8441,"intersecção de um plano com uma pirâmide, intersecção de um plano com uma pirâmide, Argumentação"
Matematica,H4,Cálculo de espaço de armazenamento para imagens digitais.,775.4,MT,750+,espaço de armazenamento,0.7615,imagens digitais,0.8293,imagens digitais,0.7811,Cálculo de espaço de armazenamento,0.3425,imagens digitais,0.8185,Cálculo de espaço de armazenamento,0.5886,"espaço de armazenamento, imagens digitais, imagens digitais, Cálculo de espaço de armazenamento, imagens digitais, Cálculo de espaço de armazenamento"
Matematica,H13,Cálculo das dimensões de um telhado para atender a uma demanda de água.,781.2,MT,750+,dimensões de um telhado,0.8451,demanda de água,0.8456,demanda de água,0.8309,"atender a uma demanda de água, Cálculo das dimensões de um telhado","0.7265, 0.3651",demanda de água,0.9485,Cálculo das dimensões de um telhado,0.7437,"dimensões de um telhado, demanda de água, demanda de água, atender a uma demanda de água, Cálculo das dimensões de um telhado, demanda de água, Cálculo das dimensões de um telhado"
Matematica,H4,Análise de tempo gasto em exercícios e descanso em uma academia.,782.2,MT,750+,,,,,,,Análise de tempo,0.4665,,,Análise de tempo,0.5759,"Análise de tempo, Análise de tempo"
Matematica,H14,Cálculo de volume de parafina para fabricar uma vela.,786.7,MT,750+,volume de parafina,0.974,,,volume de parafina,0.3623,fabricar uma vela,0.9932,fabricar uma vela,0.8397,Cálculo de volume de parafina,0.8185,"volume de parafina, volume de parafina, fabricar uma vela, fabricar uma vela, Cálculo de volume de parafina"
Matematica,H6,Análise de rotas aéreas e ângulos para determinar uma conexão.,792.8,MT,750+,rotas aéreas,0.6684,rotas aéreas,0.5578,rotas aéreas,0.6207,"determinar uma conexão, Análise de rotas aéreas e ângulos","0.9665, 0.3682",determinar uma conexão,0.3248,Análise de rotas aéreas e ângulos,0.7146,"rotas aéreas, rotas aéreas, rotas aéreas, determinar uma conexão, Análise de rotas aéreas e ângulos, determinar uma conexão, Análise de rotas aéreas e ângulos"
Matematica,H14,Cálculo do número máximo de esferas em uma caixa cúbica.,793.5,MT,750+,número máximo de esferas,0.977,caixa cúbica,0.9413,caixa cúbica,0.8643,,,caixa cúbica,0.9904,Cálculo do número máximo de esferas,0.6616,"número máximo de esferas, caixa cúbica, caixa cúbica, caixa cúbica, Cálculo do número máximo de esferas"
Matematica,H19,Expressão para a distância percorrida pela projeção de um ponto em uma circunferência.,816.8,MT,750+,"distância percorrida, projeção de um ponto","0.6999, 0.5049",,,,,projeção de um ponto,0.8112,,,,,"distância percorrida, projeção de um ponto, projeção de um ponto"
Matematica,H21,Análise de um indicador para determinar o número de famílias em um cadastro.,826.8,MT,750+,número de famílias,0.6717,,,,,determinar o número de famílias,0.8677,,,Análise de um indicador,0.664,"número de famílias, determinar o número de famílias, Análise de um indicador"
Matematica,H11,Cálculo das dimensões mínimas de uma folha para desenhar um avião em escala.,853.1,MT,750+,dimensões mínimas,0.9684,,,,,desenhar um avião em escala,0.9267,,,Cálculo das dimensões mínimas,0.6505,"dimensões mínimas, desenhar um avião em escala, Cálculo das dimensões mínimas"
Matematica,H24,Cálculo da taxa média de variação da emissão de dióxido de carbono.,854.9,MT,750+,"emissão de dióxido de carbono, taxa média","0.7752, 0.767",taxa média,0.5119,"taxa média, emissão de dióxido de carbono","0.6189, 0.3298",emissão de dióxido de carbono,0.9729,emissão de dióxido de carbono,0.5384,Cálculo da taxa média,0.7848,"emissão de dióxido de carbono, taxa média, taxa média, taxa média, emissão de dióxido de carbono, emissão de dióxido de carbono, emissão de dióxido de carbono, Cálculo da taxa média"
Matematica,H5,Análise de opções de pagamento e empréstimo para encontrar o menor gasto.,900.4,MT,750+,opções de pagamento,0.3401,opções de pagamento,0.4199,opções de pagamento,0.4744,encontrar o menor gasto,0.9746,,,"Análise de opções de pagamento e empréstimo, encontrar o menor gasto","0.4618, 0.3708","opções de pagamento, opções de pagamento, opções de pagamento, encontrar o menor gasto, Análise de opções de pagamento e empréstimo, encontrar o menor gasto"
Matematica,H25,Cálculo da diferença entre importações e exportações de petróleo.,928.2,MT,750+,,,,,exportações de petróleo,0.3178,Cálculo da diferença,0.7443,exportações de petróleo,0.3134,Cálculo da diferença,0.8694,"exportações de petróleo, Cálculo da diferença, exportações de petróleo, Cálculo da diferença"
Matematica,H1,Representação gráfica de porcentagens.,428.4,MT,200-450,Representação gráfica,0.3955,,,,,Representação gráfica,0.9666,Representação gráfica,0.4765,Representação gráfica,0.9249,"Representação gráfica, Representação gráfica, Representação gráfica, Representação gráfica"
Matematica,H15,Análise de gráfico sobre o crescimento de uma criança.,507.3,MT,450-550,"Análise de gráfico, crescimento de uma criança","0.7557, 0.6085",,,Análise de gráfico,0.4394,"crescimento de uma criança, Análise de gráfico","0.8784, 0.4156",crescimento de uma criança,0.3741,Análise de gráfico,0.9819,"Análise de gráfico, crescimento de uma criança, Análise de gráfico, crescimento de uma criança, Análise de gráfico, crescimento de uma criança, Análise de gráfico"
Matematica,H25,Leitura de gráfico de setores e cálculo de porcentagem.,526.5,MT,450-550,"gráfico de setores, cálculo de porcentagem","0.7395, 0.5984",gráfico de setores,0.9135,gráfico de setores,0.9144,"cálculo de porcentagem, Leitura de gráfico de setores","0.9724, 0.4893",,,"cálculo de porcentagem, Leitura de gráfico de setores","0.9254, 0.8683","gráfico de setores, cálculo de porcentagem, gráfico de setores, gráfico de setores, cálculo de porcentagem, Leitura de gráfico de setores, cálculo de porcentagem, Leitura de gráfico de setores"
Matematica,H24,Leitura de gráfico de barras para inferir o número de desempregados.,539.5,MT,450-550,"gráfico de barras, número de desempregados","0.595, 0.3727",gráfico de barras,0.597,gráfico de barras,0.629,"inferir o número de desempregados, Leitura de gráfico de barras","0.8969, 0.565",inferir o número de desempregados,0.3003,Leitura de gráfico de barras,0.8555,"gráfico de barras, número de desempregados, gráfico de barras, gráfico de barras, inferir o número de desempregados, Leitura de gráfico de barras, inferir o número de desempregados, Leitura de gráfico de barras"
Matematica,H7,Identificação da planificação de um semicilindro.,544.7,MT,450-550,planificação,0.8361,planificação,0.3875,planificação,0.5915,"Identificação, planificação","0.7589, 0.5636",,,Identificação,0.8701,"planificação, planificação, planificação, Identificação, planificação, Identificação"
Matematica,H16,Proporcionalidade para determinar quantas Terras cabem em Júpiter.,558.9,MT,550-650,Proporcionalidade,0.928,Proporcionalidade,0.5568,Proporcionalidade,0.8088,determinar quantas Terras cabem,0.8542,,,determinar quantas Terras cabem,0.6248,"Proporcionalidade, Proporcionalidade, Proporcionalidade, determinar quantas Terras cabem, determinar quantas Terras cabem"
Matematica,H10,Análise de dimensões para identificar a grandeza volume.,563.5,MT,550-650,"grandeza volume, Análise de dimensões","0.9828, 0.5706",grandeza volume,0.4913,grandeza volume,0.7606,"identificar a grandeza volume, Análise de dimensões","0.8837, 0.7645",Análise de dimensões,0.4789,Análise de dimensões,0.9402,"grandeza volume, Análise de dimensões, grandeza volume, grandeza volume, identificar a grandeza volume, Análise de dimensões, Análise de dimensões, Análise de dimensões"
Matematica,H26,Análise de um quadro de medalhas para determinar uma classificação.,569.5,MT,550-650,"quadro de medalhas, classificação","0.9516, 0.4478",quadro de medalhas,0.8565,quadro de medalhas,0.8888,"determinar uma classificação, Análise de um quadro de medalhas","0.9671, 0.3984",quadro de medalhas,0.5746,Análise de um quadro de medalhas,0.7666,"quadro de medalhas, classificação, quadro de medalhas, quadro de medalhas, determinar uma classificação, Análise de um quadro de medalhas, quadro de medalhas, Análise de um quadro de medalhas"
Matematica,H20,Leitura de gráfico para determinar o gasto militar dos EUA.,582.7,MT,550-650,"gasto militar, Leitura de gráfico","0.8814, 0.5595",gasto militar,0.4994,gasto militar,0.6745,"Leitura de gráfico, determinar o gasto militar dos EUA","0.8562, 0.6602",,,Leitura de gráfico,0.9596,"gasto militar, Leitura de gráfico, gasto militar, gasto militar, Leitura de gráfico, determinar o gasto militar dos EUA, Leitura de gráfico"
Matematica,H18,Proporcionalidade para calcular a quantidade de água contaminada por óleo.,594.5,MT,550-650,Proporcionalidade,0.9077,Proporcionalidade,0.8462,Proporcionalidade,0.8999,contaminada por óleo,0.5332,,,calcular a quantidade de água contaminada por óleo,0.7343,"Proporcionalidade, Proporcionalidade, Proporcionalidade, contaminada por óleo, calcular a quantidade de água contaminada por óleo"
Matematica,H12,Geometria espacial para determinar a aresta de um cubo com volume conhecido.,620.9,MT,550-650,"Geometria espacial, volume conhecido","0.9086, 0.483",,,,,determinar a aresta,0.6131,Geometria espacial,0.6526,determinar a aresta,0.4582,"Geometria espacial, volume conhecido, determinar a aresta, Geometria espacial, determinar a aresta"
Matematica,H29,"Análise de média, mediana e desvio padrão para classificar candidatos.",623.2,MT,550-650,"desvio padrão, Análise de média","0.9599, 0.6481",,,,,"classificar candidatos, desvio padrão, Análise de média","0.831, 0.645, 0.4609",classificar candidatos,0.7355,"classificar candidatos, Análise de média","0.8585, 0.6986","desvio padrão, Análise de média, classificar candidatos, desvio padrão, Análise de média, classificar candidatos, classificar candidatos, Análise de média"
Matematica,H2,Identificação de padrão na soma dos números de uma sequência de caixas.,628.9,MT,550-650,"sequência de caixas, soma dos números, Identificação de padrão","0.924, 0.7499, 0.4479",sequência de caixas,0.3812,sequência de caixas,0.5998,"Identificação de padrão, sequência de caixas","0.7992, 0.7488",sequência de caixas,0.5974,Identificação de padrão,0.8792,"sequência de caixas, soma dos números, Identificação de padrão, sequência de caixas, sequência de caixas, Identificação de padrão, sequência de caixas, sequência de caixas, Identificação de padrão"
Matematica,H11,Razão entre diâmetros para calcular a escala entre o olho humano e um telescópio.,629.6,MT,550-650,"olho humano, Razão entre diâmetros","0.4854, 0.4823",,,,,"calcular a escala, Razão entre diâmetros","0.6311, 0.4739",olho humano,0.3991,"Razão entre diâmetros, calcular a escala","0.7471, 0.4305","olho humano, Razão entre diâmetros, calcular a escala, Razão entre diâmetros, olho humano, Razão entre diâmetros, calcular a escala"
Matematica,H17,Análise de custos para determinar a relação entre duas encomendas.,633.2,MT,550-650,Análise de custos,0.8775,,,,,"Análise de custos, determinar a relação","0.6795, 0.4887",,,Análise de custos,0.9184,"Análise de custos, Análise de custos, determinar a relação, Análise de custos"
Matematica,H15,"Análise de figuras para determinar a proporcionalidade entre resistência, comprimento e área.",636.0,MT,550-650,"proporcionalidade, Análise de figuras","0.8336, 0.6084",,,proporcionalidade,0.4542,"determinar a proporcionalidade, Análise de figuras","0.6816, 0.4796",,,Análise de figuras,0.9388,"proporcionalidade, Análise de figuras, proporcionalidade, determinar a proporcionalidade, Análise de figuras, Análise de figuras"
Matematica,H28,Cálculo de probabilidade condicional.,640.6,MT,550-650,probabilidade condicional,0.9834,probabilidade,0.9605,probabilidade,0.8632,Cálculo de probabilidade condicional,0.4388,probabilidade condicional,0.3361,Cálculo de probabilidade condicional,0.8546,"probabilidade condicional, probabilidade, probabilidade, Cálculo de probabilidade condicional, probabilidade condicional, Cálculo de probabilidade condicional"
Matematica,H8,Geometria espacial para calcular o volume de madeira de um porta-lápis.,646.0,MT,550-650,"Geometria espacial, volume de madeira","0.9254, 0.8457",,,,,calcular o volume de madeira,0.8303,,,calcular o volume de madeira,0.789,"Geometria espacial, volume de madeira, calcular o volume de madeira, calcular o volume de madeira"
Matematica,H4,Cálculo de crescimento percentual para classificar o desempenho de uma empresa.,655.5,MT,650-750,crescimento percentual,0.982,,,crescimento percentual,0.3525,"Cálculo de crescimento percentual, classificar o desempenho","0.5356, 0.3729",,,Cálculo de crescimento percentual,0.8269,"crescimento percentual, crescimento percentual, Cálculo de crescimento percentual, classificar o desempenho, Cálculo de crescimento percentual"
Matematica,H19,Expressão para a quantidade de canudos em função do número de quadrados.,655.6,MT,650-750,"número de quadrados, quantidade de canudos","0.9755, 0.9279",,,"número de quadrados, quantidade de canudos","0.5371, 0.4604",número de quadrados,0.3882,número de quadrados,0.3362,,,"número de quadrados, quantidade de canudos, número de quadrados, quantidade de canudos, número de quadrados, número de quadrados"
Matematica,H16,Geometria plana e porcentagem para determinar a medida do lado de um retângulo.,658.6,MT,650-750,"Geometria plana, medida do lado","0.7424, 0.5407",,,,,determinar a medida do lado,0.8104,,,determinar a medida do lado,0.7195,"Geometria plana, medida do lado, determinar a medida do lado, determinar a medida do lado"
Matematica,H7,Análise de uma figura para determinar a área a ser calçada.,662.6,MT,650-750,Análise de uma figura,0.316,,,,,"determinar a área a ser calçada, Análise de uma figura","0.8749, 0.367",,,Análise de uma figura,0.6993,"Análise de uma figura, determinar a área a ser calçada, Análise de uma figura, Análise de uma figura"
Matematica,H26,Análise de um gráfico de tendência linear para prever o número de favelas.,678.7,MT,650-750,tendência linear,0.8872,,,tendência linear,0.3055,prever o número de favelas,0.9502,,,,,"tendência linear, tendência linear, prever o número de favelas"
Matematica,H8,Trigonometria no triângulo retângulo para calcular a altura de um balão.,689.6,MT,650-750,"Trigonometria, altura de um balão","0.8925, 0.492","Trigonometria, triângulo retângulo","0.7749, 0.6985",Trigonometria,0.9211,calcular a altura de um balão,0.9198,triângulo retângulo,0.9977,calcular a altura de um balão,0.9276,"Trigonometria, altura de um balão, Trigonometria, triângulo retângulo, Trigonometria, calcular a altura de um balão, triângulo retângulo, calcular a altura de um balão"
Matematica,H3,Resolução de um problema envolvendo compra de selos e envio de folhetos.,700.6,MT,650-750,"envio de folhetos, compra de selos","0.784, 0.7251",compra de selos,0.3784,"compra de selos, envio de folhetos","0.4892, 0.3784","envio de folhetos, Resolução de um problema","0.8831, 0.488","envio de folhetos, compra de selos","0.5438, 0.3347",Resolução de um problema,0.9045,"envio de folhetos, compra de selos, compra de selos, compra de selos, envio de folhetos, envio de folhetos, Resolução de um problema, envio de folhetos, compra de selos, Resolução de um problema"
Matematica,H9,Comparação de volumes de cilindros.,714.1,MT,650-750,volumes de cilindros,0.9856,volumes de cilindros,0.5002,volumes de cilindros,0.7858,Comparação,0.9691,,,Comparação,0.8769,"volumes de cilindros, volumes de cilindros, volumes de cilindros, Comparação, Comparação"
Matematica,H23,Análise do Índice de Massa Corporal (IMC) e Recíproco do Índice Ponderal (RIP).,714.5,MT,650-750,"Índice Ponderal, Índice de Massa Corporal","0.822, 0.6372",,,Massa Corporal,0.3328,Recíproco do Índice Ponderal,0.5122,,,"Análise do Índice de Massa Corporal, Recíproco do Índice Ponderal","0.4338, 0.3837","Índice Ponderal, Índice de Massa Corporal, Massa Corporal, Recíproco do Índice Ponderal, Análise do Índice de Massa Corporal, Recíproco do Índice Ponderal"
Matematica,H25,Leitura de gráfico e cálculo de desmatamento médio por estado.,716.0,MT,650-750,desmatamento médio,0.9141,,,desmatamento médio,0.3336,"desmatamento médio, Leitura de gráfico","0.6178, 0.3221",,,"Leitura de gráfico, cálculo de desmatamento médio por estado","0.9432, 0.6426","desmatamento médio, desmatamento médio, desmatamento médio, Leitura de gráfico, Leitura de gráfico, cálculo de desmatamento médio por estado"
Matematica,H14,Cálculo de volume e densidade para determinar a carga de toras de madeira.,717.5,MT,650-750,carga de toras de madeira,0.5122,toras de madeira,0.4562,carga de toras de madeira,0.3767,determinar a carga de toras de madeira,0.9097,toras de madeira,0.5428,Cálculo de volume e densidade,0.7416,"carga de toras de madeira, toras de madeira, carga de toras de madeira, determinar a carga de toras de madeira, toras de madeira, Cálculo de volume e densidade"
Matematica,H6,Análise de um mapa com curvas de nível para determinar a altitude de um local.,724.8,MT,650-750,curvas de nível,0.9832,,,curvas de nível,0.3062,"determinar a altitude, Análise de um mapa","0.8897, 0.3124",,,Análise de um mapa,0.7594,"curvas de nível, curvas de nível, determinar a altitude, Análise de um mapa, Análise de um mapa"
Matematica,H14,Análise da relação área/capacidade para escolher um tanque de combustível.,738.9,MT,650-750,"relação área/capacidade, tanque de combustível","0.6921, 0.5411",tanque de combustível,0.5095,"tanque de combustível, relação área/capacidade","0.5556, 0.4128",escolher um tanque de combustível,0.9805,escolher um tanque de combustível,0.5955,"Análise da relação área/capacidade, escolher um tanque de combustível","0.5981, 0.4699","relação área/capacidade, tanque de combustível, tanque de combustível, tanque de combustível, relação área/capacidade, escolher um tanque de combustível, escolher um tanque de combustível, Análise da relação área/capacidade, escolher um tanque de combustível"
Matematica,H9,Geometria plana e espacial para determinar o raio de uma perfuração em uma peça.,752.6,MT,750+,"Geometria plana, perfuração","0.498, 0.3282",,,,,perfuração,0.7399,perfuração em uma peça,0.3341,determinar o raio,0.8801,"Geometria plana, perfuração, perfuração, perfuração em uma peça, determinar o raio"
Matematica,H30,Análise de probabilidades para determinar o melhor trajeto com menor chance de engarrafamento.,753.9,MT,750+,Análise de probabilidades,0.3684,,,,,,,,,Análise de probabilidades,0.8848,"Análise de probabilidades, Análise de probabilidades"
Matematica,H5,Cálculo de porcentagens para determinar a cura proporcionada por tratamentos inovadores.,755.5,MT,750+,Cálculo de porcentagens,0.506,tratamentos inovadores,0.9201,tratamentos inovadores,0.8934,tratamentos inovadores,0.8956,tratamentos inovadores,0.9902,Cálculo de porcentagens,0.8922,"Cálculo de porcentagens, tratamentos inovadores, tratamentos inovadores, tratamentos inovadores, tratamentos inovadores, Cálculo de porcentagens"
Matematica,H5,Cálculo de aumento percentual na produção de etanol.,784.1,MT,750+,"aumento percentual, produção de etanol","0.9599, 0.6733",produção de etanol,0.9214,produção de etanol,0.9222,"produção de etanol, aumento percentual","0.9585, 0.3564",produção de etanol,0.9136,Cálculo de aumento percentual,0.6468,"aumento percentual, produção de etanol, produção de etanol, produção de etanol, produção de etanol, aumento percentual, produção de etanol, Cálculo de aumento percentual"
Matematica,H12,Geometria espacial para calcular o preço de uma manilha de esgoto.,786.4,MT,750+,"Geometria espacial, manilha de esgoto","0.9632, 0.8895",,,manilha de esgoto,0.4591,calcular o preço,0.6063,"Geometria espacial, manilha de esgoto","0.5156, 0.4706",calcular o preço,0.6181,"Geometria espacial, manilha de esgoto, manilha de esgoto, calcular o preço, Geometria espacial, manilha de esgoto, calcular o preço"
Matematica,H13,Análise de uma progressão aritmética no Salto Triplo.,788.1,MT,750+,progressão aritmética,0.9691,Salto Triplo,0.953,Salto Triplo,0.8948,progressão aritmética,0.9718,Salto Triplo,0.9957,,,"progressão aritmética, Salto Triplo, Salto Triplo, progressão aritmética, Salto Triplo"
Matematica,H27,"Cálculo de média, mediana e moda de uma distribuição de gols.",797.4,MT,750+,distribuição de gols,0.9529,,,,,distribuição de gols,0.9871,distribuição de gols,0.3079,Cálculo de média,0.8071,"distribuição de gols, distribuição de gols, distribuição de gols, Cálculo de média"
Matematica,H4,Análise combinatória para calcular o tempo de verificação de sequências.,822.0,MT,750+,"Análise combinatória, verificação de sequências","0.8531, 0.6783",,,verificação de sequências,0.3644,"verificação de sequências, Análise combinatória","0.8472, 0.3084",verificação de sequências,0.4967,Análise combinatória,0.8716,"Análise combinatória, verificação de sequências, verificação de sequências, verificação de sequências, Análise combinatória, verificação de sequências, Análise combinatória"
Matematica,H8,Geometria espacial para determinar a altura do volume de champanhe em uma taça cônica.,829.4,MT,750+,"Geometria espacial, volume de champanhe","0.9344, 0.7769",taça cônica,0.3006,,,determinar a altura do volume de champanhe,0.7829,taça cônica,0.9958,determinar a altura do volume de champanhe,0.7757,"Geometria espacial, volume de champanhe, taça cônica, determinar a altura do volume de champanhe, taça cônica, determinar a altura do volume de champanhe"
